RECNUM,ID,TREAT,SEX,FAM,FWL,AGE,WEAR,NRECAP,REL_DATE,COND_0,SPECIES,SITE,NOTEBOOK
409,43,LD,M,4,2.420562618,1,1,1,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
410,43,LD,M,4,2.420562618,1,2,2,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
44,44,LD,F,4,2.327977815,0,1,0,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
411,44,LD,F,14,2.327977815,1,2,1,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
45,45,LD,F,4,NA,0,4,0,7/16/1991,4,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
46,46,LD,F,22,NA,0,1,0,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
47,47,LD,F,6,NA,0,1,0,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
48,48,LD,M,6,2.452235359,0,1,0,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
412,48,LD,M,6,2.452235359,1,2,1,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
49,49,LD,M,6,2.391689452,0,1,0,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
413,49,LD,M,6,2.391689452,1,1,1,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
414,49,LD,M,6,2.391689452,2,2,2,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
415,49,LD,M,6,2.391689452,2,2,3,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
416,49,LD,M,6,2.391689452,2,1,4,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
50,50,LD,F,6,NA,0,3,0,7/16/1991,3,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
51,51,LD,M,6,2.37738228,0,1,0,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
417,51,LD,F,6,2.37738228,1,2,1,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
418,51,LD,F,6,2.37738228,1,2,2,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
419,51,LD,F,6,2.37738228,1,2,3,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
52,52,LD,F,6,NA,0,1,0,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
53,53,LD,F,6,2.667122031,0,1,0,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
420,53,LD,F,6,2.667122031,1,2,1,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
54,54,LD,F,6,NA,0,1,0,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
55,55,LD,F,6,NA,0,1,0,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
56,56,LD,F,6,NA,0,1,0,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
57,57,LD,F,6,2.52439139,0,1,0,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
421,57,LD,F,6,2.52439139,2,3,1,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
422,57,LD,F,6,2.52439139,2,3,2,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
423,57,LD,F,6,2.52439139,2,3,3,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
424,57,LD,F,6,2.52439139,2,2,4,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
425,57,LD,F,6,2.52439139,3,3,5,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
426,57,LD,F,6,2.52439139,3,3,6,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
58,58,LD,M,6,2.567672894,0,1,0,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
427,58,LD,M,6,2.567672894,1,2,1,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
428,58,LD,M,6,2.567672894,2,2,2,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
59,59,LD,M,6,2.372632267,0,1,0,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
429,59,LD,M,6,2.372632267,1,2,1,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
430,59,LD,M,6,2.372632267,2,2,2,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
431,59,LD,M,6,2.372632267,2,2,3,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
60,60,LD,F,6,NA,0,1,0,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
61,61,LD,F,6,NA,0,1,0,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
62,62,LD,M,6,2.314051768,0,1,0,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
432,62,LD,M,6,2.314051768,1,2,1,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
433,62,LD,M,6,2.314051768,1,2,2,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
434,62,LD,M,6,2.314051768,2,5,3,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
435,62,LD,M,6,2.314051768,2,4,4,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
63,63,LD,F,6,NA,0,1,0,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
64,64,LD,M,6,2.198994037,0,1,0,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
436,64,LD,M,6,2.198994037,1,2,1,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
437,64,LD,M,6,2.198994037,2,3,2,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
438,64,LD,M,6,2.198994037,2,3,3,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
439,64,LD,M,6,2.198994037,3,3,4,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
440,64,LD,M,6,2.198994037,3,4,5,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
65,65,LD,F,6,NA,0,1,0,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
66,66,LD,F,6,2.268230473,0,1,0,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
441,66,LD,F,6,2.268230473,6,3,1,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
67,67,LD,F,6,2.669790487,0,1,0,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
442,67,LD,F,6,2.669790487,1,2,1,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
443,67,LD,F,6,2.669790487,2,3,2,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
444,67,LD,F,6,2.669790487,2,3,3,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
445,67,LD,F,6,2.669790487,2,3,4,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
68,68,LD,F,6,2.529445225,0,1,0,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
446,68,LD,F,6,2.529445225,1,1,1,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
447,68,LD,F,6,2.529445225,2,3,2,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
448,68,LD,F,6,2.529445225,2,3,3,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
69,69,LD,F,6,NA,0,1,0,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
70,70,LD,F,14,2.341987669,0,1,0,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
449,70,LD,M,14,2.341987669,2,2,1,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
450,70,LD,F,14,2.341987669,2,2,2,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
451,70,LD,F,14,2.341987669,2,2,3,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
71,71,LD,M,14,2.365525036,0,1,0,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
452,71,LD,M,14,2.365525036,1,2,1,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
72,72,LD,F,14,2.616925093,0,1,0,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
453,72,LD,F,14,2.616925093,1,2,1,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
73,73,LD,F,14,NA,0,1,0,7/16/1991,1,Pontia_occidentalis,Corfu_WA,Corfu.1991_2
